Time [s],AccX [m/s^2],AccY [m/s^2],AccZ [m/s^2],GyroX [rad/s],GyroY [rad/s],GyroZ [rad/s]
1.54,-5.42147945,-51.0542998,-9.76589284,2.94016652e-05,7.28537797e-05,-0.360917702
1.56,-11.0370911,-45.3905726,-9.76581014,3.12042294e-05,7.22050778e-05,-0.321286739
1.58,-16.7615098,-39.7928299,-9.76570337,3.3040882e-05,7.15067969e-05,-0.281630801
1.6,-22.5807898,-34.2480665,-9.765573,3.49061509e-05,7.07603409e-05,-0.241949887
1.62,-27.9586774,-28.3520005,-9.76541099,3.68138009e-05,6.9971289e-05,-0.201913787
1.64,-33.4074188,-22.4775097,-9.76522708,3.87779806e-05,6.91451173e-05,-0.161192292
1.66,-38.9127862,-16.6111012,-9.76502173,4.07938227e-05,6.82827114e-05,-0.119785402
1.68,-44.4603359,-10.7387478,-9.7647954,4.28563042e-05,6.73847029e-05,-0.0776931154
1.7,-50.0353534,-4.84594271,-9.76454856,4.49602478e-05,6.64514579e-05,-0.0349154338
1.72,-54.8750412,1.21617196,-9.76427962,4.71217016e-05,6.54895128e-05,0.00893054974
1.74,-59.7114026,7.32897841,-9.76399299,4.93562128e-05,6.45052449e-05,0.0542277414
1.76,-64.5276866,13.5072688,-9.76368921,5.16572591e-05,6.3498326e-05,0.100976141
1.78,-69.3062181,19.7663024,-9.76336886,5.40176576e-05,6.2468076e-05,0.149175749
1.8,-74.0283142,26.1217154,-9.76303254,5.64295365e-05,6.14134356e-05,0.198826565
1.82,-77.7395754,32.4358696,-9.76268521,5.89064749e-05,6.03469773e-05,0.250349228
1.84,-81.3546767,38.8694595,-9.76232593,6.14601349e-05,5.92809366e-05,0.304164377
1.86,-84.8508534,45.4372232,-9.76195546,6.40780984e-05,5.8213056e-05,0.360272012
1.88,-88.2035633,52.1539013,-9.76157463,6.67463543e-05,5.714052e-05,0.418672132
1.9,-91.3863655,59.0340478,-9.76118431,6.94491942e-05,5.60599102e-05,0.479364737
1.92,-93.3167885,65.6181994,-9.76079488,7.21846276e-05,5.49950031e-05,0.542669651
1.94,-95.0282951,72.370523,-9.76040087,7.49467744e-05,5.39689296e-05,0.608906695
1.96,-96.4891017,79.3009135,-9.76000327,7.77105167e-05,5.29762255e-05,0.678075869
1.98,-97.66494,86.4179788,-9.75960308,8.04475753e-05,5.20105861e-05,0.750177174
2,-98.5189512,93.7286698,-9.7592012,8.31262816e-05,5.10648109e-05,0.825210609
2.02,-97.9405998,100.416243,-9.75881057,8.57013755e-05,5.01688642e-05,0.902919145
2.04,-96.9910876,107.263538,-9.75842277,8.81242267e-05,4.93519586e-05,0.983045752
2.06,-95.6320999,114.26466,-9.75803833,9.03523144e-05,4.86043846e-05,1.06559043
2.08,-93.8234228,121.410332,-9.75765754,9.23387615e-05,4.79155111e-05,1.15055318
2.1,-91.523046,128.687399,-9.7572804,9.40320676e-05,4.72737742e-05,1.237934
2.12,-87.7409105,134.901498,-9.75691742,9.53189447e-05,4.6671886e-05,1.32591351
2.14,-83.4540939,141.149737,-9.75655898,9.60990418e-05,4.61033274e-05,1.41267234
2.16,-78.6374535,147.397161,-9.75620348,9.63362725e-05,4.55569268e-05,1.49821047
2.18,-73.2676147,153.605184,-9.75584882,9.5994051e-05,4.50215159e-05,1.58252791
2.2,-67.3233761,159.731551,-9.75549245,9.50352693e-05,4.44860377e-05,1.66562467
2.22,-60.1339158,164.242656,-9.75513775,9.33502113e-05,4.38412989e-05,1.74373487
2.24,-52.4686171,168.524099,-9.75477647,9.08851529e-05,4.2983547e-05,1.81309266
2.26,-44.3529002,172.523028,-9.75440458,8.76942e-05,4.191167e-05,1.87369803
2.28,-35.8180547,176.190087,-9.75401812,8.38409086e-05,4.06268137e-05,1.92555099
2.3,-26.9009913,179.480303,-9.75361337,7.93973881e-05,3.91324513e-05,1.96865153
2.32,-17.4331572,180.681835,-9.75318953,7.44325692e-05,3.73371716e-05,2.00043371
2.34,-7.82586747,181.418071,-9.75274494,6.90681739e-05,3.51567786e-05,2.01833156
2.36,1.84847235,181.673295,-9.75227823,6.34673496e-05,3.26097418e-05,2.02234509
2.38,11.5162096,181.443503,-9.75178906,5.77987519e-05,2.97175496e-05,2.01247429
2.4,21.1038287,180.736503,-9.75127815,5.22334215e-05,2.6504425e-05,1.98871918
2.42,30.2563936,177.906622,-9.75075059,4.69176952e-05,2.30785185e-05,1.9531569
2.44,39.0742444,174.670636,-9.75021137,4.19580927e-05,1.95462709e-05,1.90786464
2.46,47.5127818,171.069655,-9.74966396,3.74626139e-05,1.59319718e-05,1.85284238
2.48,55.5328774,167.150548,-9.74911224,3.35337662e-05,1.22607322e-05,1.78809013
2.5,63.1012994,162.965023,-9.74856029,3.0266978e-05,8.55824301e-06,1.71360789
2.52,69.4840189,157.094332,-9.74802026,2.7651857e-05,4.95918245e-06,1.63326888
2.54,75.2977221,151.10579,-9.74749374,2.56145589e-05,1.5896187e-06,1.5509463
2.56,80.5581009,145.044516,-9.74698363,2.41481416e-05,-1.53792615e-06,1.46664015
2.58,85.2836686,138.952476,-9.74649235,2.32443679e-05,-4.41164919e-06,1.38035045
2.6,89.4953565,132.868413,-9.74602187,2.28935978e-05,-7.02042686e-06,1.29207718
2.62,92.2348551,125.657741,-9.74558588,2.30111009e-05,-9.35072872e-06,1.2039045
2.64,94.4642234,118.56087,-9.74517818,2.34906803e-05,-1.13947986e-05,1.11791655
2.66,96.2248426,111.59441,-9.74479898,2.42915733e-05,-1.31512754e-05,1.03411335
2.68,97.5566025,104.770873,-9.74444818,2.53758381e-05,-1.46195436e-05,0.952494885
2.7,98.4977555,98.0991493,-9.74412538,2.67082338e-05,-1.5799639e-05,0.873061159
2.72,97.9911597,90.7567364,-9.74384274,2.82402184e-05,-1.67304901e-05,0.796200552
2.74,97.1416069,83.6066766,-9.74359044,2.99238153e-05,-1.7452493e-05,0.722301446
2.76,95.9871687,76.6437287,-9.74336757,3.17284828e-05,-1.79686999e-05,0.651363842
2.78,94.5633044,69.8607375,-9.74317317,3.3626108e-05,-1.82826149e-05,0.583387738
2.8,92.9029543,63.2490292,-9.74300623,3.55908881e-05,-1.83981404e-05,0.518373135
2.82,89.9637557,56.3054814,-9.74287545,3.76138883e-05,-1.83492145e-05,0.456035957
2.84,86.8379447,49.5319848,-9.74277243,3.9690005e-05,-1.81692109e-05,0.396092129
2.86,83.5531749,42.9144542,-9.74269629,4.18017962e-05,-1.78616656e-05,0.338541651
2.88,80.1350897,36.4384925,-9.74264616,4.39330521e-05,-1.74303718e-05,0.283384522
2.9,76.6074469,30.0895997,-9.74262122,4.60687494e-05,-1.68793561e-05,0.230620742
2.92,72.0368235,23.6707091,-9.74262497,4.82177922e-05,-1.62279796e-05,0.179830333
2.94,67.3975803,17.3573485,-9.74265349,5.03916726e-05,-1.54945055e-05,0.130593318
2.96,62.7091507,11.1338356,-9.74270615,5.2580447e-05,-1.4681601e-05,0.082909695
2.98,57.9898558,4.98482911,-9.74278235,5.47746191e-05,-1.37920918e-05,0.0367794649
3,53.2569935,-1.10457332,-9.74288152,5.69651384e-05,-1.2828953e-05,-0.00779737228
3.02,47.753392,-7.04896469,-9.74300092,5.9165469e-05,-1.18019878e-05,-0.0512104013
3.04,42.2680128,-12.9634965,-9.74314233,6.13902928e-05,-1.07199106e-05,-0.0938492067
3.06,36.8158735,-18.8628554,-9.74330528,6.36327061e-05,-9.58425844e-06,-0.135713789
3.08,31.4116384,-24.7612487,-9.74348932,6.58857959e-05,-8.3966856e-06,-0.176804147
3.1,26.069677,-30.6723481,-9.74369397,6.81426518e-05,-7.15896248e-06,-0.217120281
3.12,20.2493618,-36.253501,-9.74391013,7.0415865e-05,-5.8770999e-06,-0.256998396
3.14,14.5160541,-41.8788584,-9.74414528,7.27182405e-05,-4.55614433e-06,-0.296774692
3.16,8.88364556,-47.5616097,-9.74439897,7.50429233e-05,-3.19659048e-06,-0.336449172
3.18,3.36627752,-53.3144911,-9.7446707,7.73826972e-05,-1.799049e-06,-0.376021834
3.2,-2.02161226,-59.1497291,-9.74495995,7.97299899e-05,-3.64252779e-07,-0.415492679
3.22,-7.58877118,-64.4898285,-9.74525194,8.20937979e-05,1.10137178e-06,-0.455153865
3.24,-13.0068328,-69.9413405,-9.74555906,8.44824539e-05,2.59222854e-06,-0.495297547
3.26,-18.2604291,-75.5159469,-9.74588072,8.6886561e-05,4.10862701e-06,-0.535923727
3.28,-23.3334297,-81.2248521,-9.74621628,8.92959577e-05,5.65072298e-06,-0.577032404
3.3,-28.2088914,-87.0786964,-9.74656503,9.16997038e-05,7.21850399e-06,-0.618623579
3.32,-32.9716784,-92.2827627,-9.74690799,9.4099715e-05,8.80222387e-06,-0.660939056
3.34,-37.5213866,-97.6543091,-9.74726102,9.64962949e-05,1.03927735e-05,-0.704220639
3.36,-41.8391998,-103.202996,-9.74762335,9.88745438e-05,1.19907962e-05,-0.74846833
3.38,-45.9050925,-108.937769,-9.74799412,0.000101218262,1.35966972e-05,-0.793682128
3.4,-49.6977746,-114.866724,-9.74837248,0.000103509911,1.52106174e-05,-0.839862033
3.42,-53.1089692,-119.990226,-9.74873739,0.000105737644,1.68188158e-05,-0.887139474
3.44,-56.2364266,-125.318428,-9.74910637,0.000107887235,1.84077704e-05,-0.935645883
3.46,-59.0570186,-130.857109,-9.74947855,0.000109935178,1.99774755e-05,-0.985381259
3.48,-61.5461276,-136.610769,-9.74985307,0.000111856095,2.15275474e-05,-1.0363456
3.5,-63.6776089,-142.582422,-9.75022908,0.000113622677,2.30571837e-05,-1.08853891
3.52,-65.2039071,-147.575635,-9.75058648,0.000115199294,2.4554458e-05,-1.14182288
3.54,-66.3726003,-152.777494,-9.75094239,0.000116549003,2.60067732e-05,-1.19605918
3.56,-67.1581495,-158.186186,-9.75129636,0.000117639643,2.74115989e-05,-1.25124781
3.58,-67.533719,-163.797801,-9.75164802,0.00011843717,2.87658571e-05,-1.30738878
3.6,-67.4712165,-169.606099,-9.75199718,0.000118905623,3.00658715e-05,-1.36448209
3.62,-66.6611669,-174.226387,-9.75232808,0.000118980921,3.13206517e-05,-1.42185618
3.64,-65.4383292,-179.005985,-9.7526557,0.000118604899,3.25371035e-05,-1.47883949
3.66,-63.7822223,-183.931344,-9.7529808,0.000117748998,3.37074893e-05,-1.53543202
3.68,-61.6721306,-188.98644,-9.7533044,0.000116384672,3.48234824e-05,-1.59163376
3.7,-59.0872702,-194.152663,-9.75362778,0.000114483448,3.58761406e-05,-1.64744473
3.72,-55.753249,-197.877339,-9.75394244,0.000111978814,3.69208988e-05,-1.70151348
3.74,-52.0206624,-201.649187,-9.75425959,0.000108826978,3.80099543e-05,-1.75248856
3.76,-47.8872449,-205.444413,-9.75458166,0.000105036853,3.91289027e-05,-1.80036998
3.78,-43.3520963,-209.238178,-9.75491126,0.000100621545,4.0263213e-05,-1.84515772
3.8,-38.4158529,-213.004788,-9.75525107,9.55982408e-05,4.13982953e-05,-1.88685181
3.82,-32.936943,-215.07269,-9.7555994,8.99663191e-05,4.26165099e-05,-1.92395071
3.84,-27.2045528,-217.049933,-9.75596185,8.37598882e-05,4.39981453e-05,-1.95495293
3.86,-21.2419927,-218.916801,-9.75634093,7.70561197e-05,4.55261779e-05,-1.97985845
3.88,-15.0741716,-220.655736,-9.75673884,6.99379851e-05,4.71846073e-05,-1.99866729
3.9,-8.72751311,-222.251618,-9.7571574,6.24933048e-05,4.89586167e-05,-2.01137943
3.92,-2.25058286,-221.99648,-9.7575962,5.48143575e-05,5.08668363e-05,-2.0175607
3.94,4.20760992,-221.58082,-9.75805441,4.70059359e-05,5.29293903e-05,-2.01677689
3.96,10.613812,-221.006974,-9.75853182,3.91788646e-05,5.51360806e-05,-2.00902802
3.98,16.9352225,-220.280767,-9.75902774,3.14444336e-05,5.74786589e-05,-1.99431408
4,23.1396932,-219.411407,-9.75954088,2.39129977e-05,5.99509209e-05,-1.97263507
4.02,29.0046193,-216.739884,-9.760066,1.66751936e-05,6.24755951e-05,-1.94506142
4.04,34.5716083,-213.968923,-9.76059965,9.79570003e-06,6.49788717e-05,-1.91266354
4.06,39.8251456,-211.121104,-9.76113924,3.34182358e-06,6.74624847e-05,-1.87544144
4.08,44.7515761,-208.219936,-9.76168203,-2.62307316e-06,6.99297037e-05,-1.83339513
4.1,49.3390495,-205.289557,-9.76222517,-8.04022501e-06,7.23852916e-05,-1.78652459
4.12,53.2601505,-200.773631,-9.76275726,-1.29023934e-05,7.47444992e-05,-1.73639056
4.14,56.7282794,-196.297501,-9.76327921,-1.72351475e-05,7.69246558e-05,-1.68455379
4.16,59.7542993,-191.885134,-9.76378882,-2.10344323e-05,7.89350486e-05,-1.63101428
4.18,62.3499254,-187.558535,-9.7642841,-2.42984376e-05,8.07853382e-05,-1.57577202
4.2,64.5275252,-183.337704,-9.76476333,-2.70276285e-05,8.24854959e-05,-1.51882701
4.22,65.9345512,-177.796522,-9.76521076,-2.92666607e-05,8.40055697e-05,-1.46122804
4.24,66.8743546,-172.414321,-9.76563512,-3.10761517e-05,8.53157934e-05,-1.40402389
4.26,67.3727006,-167.203952,-9.76603588,-3.24818843e-05,8.64263205e-05,-1.34721456
4.28,67.4546194,-162.175638,-9.76641274,-3.3509144e-05,8.73469008e-05,-1.29080004
4.3,67.1442982,-157.337164,-9.76676558,-3.41826758e-05,8.80868662e-05,-1.23478034
4.32,66.1386376,-151.41274,-9.76707609,-3.45449507e-05,8.86555554e-05,-1.17954659
4.34,64.7296769,-145.701871,-9.76735958,-3.46412464e-05,8.90618195e-05,-1.12548991
4.36,62.9453179,-140.205971,-9.76761661,-3.44990155e-05,8.93134761e-05,-1.0726103
4.38,60.8119851,-134.924508,-9.76784786,-3.41442833e-05,8.94177381e-05,-1.02090777
4.4,58.3546311,-129.855236,-9.76805404,-3.3601654e-05,8.93812328e-05,-0.970382311
4.42,55.3875838,-123.890518,-9.768216,-3.28932753e-05,8.92232863e-05,-0.921020417
4.44,52.1025001,-118.137088,-9.76835238,-3.20395575e-05,8.89628542e-05,-0.872808582
4.46,48.5233778,-112.58916,-9.76846406,-3.10605006e-05,8.86051741e-05,-0.825746806
4.48,44.6727685,-107.239796,-9.76855193,-2.9974866e-05,8.81549609e-05,-0.779835091
4.5,40.5718288,-102.081081,-9.76861683,-2.8800195e-05,8.76164314e-05,-0.735073434
4.52,36.2090425,-96.1895971,-9.76864077,-2.75416687e-05,8.70053683e-05,-0.691266902
4.54,31.6090813,-90.4718842,-9.76864253,-2.6202291e-05,8.63374624e-05,-0.648220559
4.56,26.7910608,-84.918473,-9.76862293,-2.47948334e-05,8.5616134e-05,-0.605934405
4.58,21.7730285,-79.5192113,-9.76858269,-2.33312697e-05,8.48444168e-05,-0.56440844
4.6,16.5720177,-74.2633779,-9.76852253,-2.18227827e-05,8.40249762e-05,-0.523642663
4.62,11.3908519,-68.4282667,-9.76842758,-2.02641503e-05,8.31678711e-05,-0.483368876
4.64,6.04408381,-62.71048,-9.76831429,-1.86485978e-05,8.22832795e-05,-0.443318875
4.66,0.547232914,-57.0985967,-9.76818326,-1.69840895e-05,8.13735599e-05,-0.403492663
4.68,-5.08476282,-51.5806772,-9.76803507,-1.52781824e-05,8.04407831e-05,-0.363890238
4.7,-10.8374999,-46.1443326,-9.76787022,-1.35380205e-05,7.94867393e-05,-0.3245116
4.72,-16.2733574,-40.2869809,-9.7676787,-1.17522001e-05,7.85178114e-05,-0.285045319
4.74,-21.8081814,-34.4805509,-9.76747279,-9.90848845e-06,7.75406248e-05,-0.245179964
4.76,-27.4278991,-28.7121524,-9.76725296,-8.01242642e-06,7.65569389e-05,-0.204915534
4.78,-33.1184746,-22.9683728,-9.76701968,-6.069482e-06,7.55682552e-05,-0.16425203
4.8,-38.8658599,-17.2353301,-9.76677339,-4.08504125e-06,7.45758132e-05,-0.123189452
4.82,-43.998705,-11.2544439,-9.76651006,-2.04389742e-06,7.35857479e-05,-0.0813677188
4.84,-49.1606528,-5.25300612,-9.76623667,6.92130495e-08,7.26044862e-05,-0.0384267506
4.86,-54.336397,0.783293202,-9.76595372,2.24881801e-06,7.16332821e-05,0.00563345251
4.88,-59.5100213,6.86928621,-9.7656617,4.48912628e-06,7.0673076e-05,0.0508128907
4.9,-64.6649298,13.0202582,-9.76536115,6.78402491e-06,6.97244732e-05,0.0971115638
4.92,-68.9204662,19.2218193,-9.76505445,9.1494202e-06,6.87979571e-05,0.144940736
4.94,-73.1215056,25.5153732,-9.76474291,1.16001727e-05,6.79042369e-05,0.194711672
4.96,-77.2482283,31.9159996,-9.76442719,1.41276553e-05,6.70436519e-05,0.246424371
4.98,-81.2794034,38.4390485,-9.76410801,1.67222682e-05,6.62160539e-05,0.300078834
5,-85.1922816,45.1000018,-9.76378612,1.93733913e-05,6.54207627e-05,0.355675061
5.02,-87.9478406,51.5777159,-9.76346976,2.2089246e-05,6.46782546e-05,0.413607027
5.04,-90.5396814,58.207537,-9.76315501,2.48752854e-05,6.40089131e-05,0.474268712
5.06,-92.9399747,65.0023041,-9.76284283,2.77144065e-05,6.34109296e-05,0.537660114
5.08,-95.1186366,71.9742308,-9.76253417,3.05873481e-05,6.2881689e-05,0.603781234
5.1,-97.0432018,79.1346177,-9.76222999,3.34725443e-05,6.2417697e-05,0.672632071
5.12,-97.5998432,85.8192396,-9.76194231,3.63496727e-05,6.20505281e-05,0.744286513
5.14,-97.8508774,92.6775828,-9.76166332,3.91943877e-05,6.1810902e-05,0.818818448
5.16,-97.7596286,99.7120733,-9.7613939,4.197466e-05,6.16925055e-05,0.896227876
5.18,-97.2869978,106.922651,-9.76113481,4.46547875e-05,6.16878503e-05,0.976514796
5.2,-96.3914471,114.306297,-9.76088662,4.719514e-05,6.17881893e-05,1.05967921
5.22,-94.0111872,120.825875,-9.76066098,4.95154003e-05,6.20114442e-05,1.1446908
5.24,-91.1726868,127.44986,-9.76044795,5.15381487e-05,6.23737909e-05,1.23051927
5.26,-87.8413095,134.156385,-9.76024702,5.32229705e-05,6.28621294e-05,1.31716461
5.28,-83.9822446,140.919464,-9.76005729,5.4526632e-05,6.34623685e-05,1.40462683
5.3,-79.5608211,147.70865,-9.75987741,5.54029239e-05,6.41594277e-05,1.49290591
5.32,-73.7474276,153.120067,-9.75971321,5.57259872e-05,6.48842348e-05,1.57891806
5.34,-67.4138557,158.423446,-9.75955458,5.5405176e-05,6.55671224e-05,1.65957944
5.36,-60.5604841,163.568738,-9.75939818,5.44486895e-05,6.61920339e-05,1.73489006
5.38,-53.1924106,168.505399,-9.7592404,5.28697019e-05,6.67439363e-05,1.80484993
5.4,-45.3196637,173.182961,-9.75907739,5.06860661e-05,6.72090057e-05,1.86945903
5.42,-36.5497942,175.935458,-9.75890801,4.78801039e-05,6.74464341e-05,1.9250402
5.44,-27.4638736,178.29726,-9.75872626,4.4498597e-05,6.73196578e-05,1.96791625
5.46,-18.1211566,180.229983,-9.75852884,4.06670788e-05,6.68251984e-05,1.9980872
5.48,-8.58531475,181.704712,-9.75831322,3.65193591e-05,6.59636195e-05,2.01555303
5.5,1.07664298,182.702708,-9.75807779,3.21951354e-05,6.47395775e-05,2.02031374
5.52,10.7161642,181.523215,-9.75782313,2.78369039e-05,6.31673453e-05,2.01248059
5.54,20.2079546,179.870755,-9.75755125,2.35863324e-05,6.12655921e-05,1.9921648
5.56,29.486569,177.766672,-9.75726408,1.9583601e-05,5.90513808e-05,1.95936638
5.58,38.490204,175.242147,-9.75696435,1.59653022e-05,5.65452329e-05,1.91408533
5.6,47.161722,172.337453,-9.75665551,1.28619991e-05,5.37708295e-05,1.85632165
5.62,54.9037846,167.528708,-9.75634628,1.03224066e-05,5.0883246e-05,1.7898176
5.64,62.1317507,162.474433,-9.75603971,8.33051823e-06,4.80341003e-05,1.71831545
5.66,68.838353,157.225043,-9.75573957,6.91107784e-06,4.5244337e-05,1.6418152
5.68,75.0210944,151.830629,-9.75544939,6.08491742e-06,4.25351485e-05,1.56031684
5.7,80.6820032,146.340443,-9.75517239,5.86857339e-06,3.99278345e-05,1.47382038
5.72,84.9397861,139.497452,-9.754921,6.180197e-06,3.7489351e-05,1.38531819
5.74,88.6387769,132.690527,-9.75469086,6.90245263e-06,3.52804714e-05,1.29780264
