Time [s],Pos ECEF X [m],Pos ECEF Y [m],Pos ECEF Z [m],Vel ECEF X [m/s],Vel ECEF Y [m/s],Vel ECEF Z [m/s]
191,6378327.34892743,-405.2446138127,-328.900320904391,1.10103849140141,-0.0519575553481064,-13.6278923717721
192,6378328.89922308,-408.91507041988,-343.065374154928,1.07762854979992,1.55736715805659,-12.9795087966003
193,6378328.67648739,-406.137233017858,-355.20080510182,0.958153786523241,2.43910182746621,-12.3005100317307
194,6378332.17931372,-401.050806577585,-366.423333805138,0.964090335230836,4.34723807243165,-11.2184789496759
195,6378330.5912995,-399.73973107332,-376.393799021242,1.02078135918816,5.47760864444893,-9.72567398917779
196,6378333.88101681,-388.273106377238,-385.771163208149,1.02315697258778,7.00545509675888,-8.41889198375497
197,6378333.76059454,-382.212781035366,-394.481998635988,1.06920825689001,9.13851167804741,-6.55433019946832
198,6378335.27251457,-375.935279013757,-399.081670471603,1.06007529787238,10.2063299401171,-5.13188906870488
199,6378336.90571049,-360.492472867053,-403.643822216364,1.01592700916474,11.8750350392271,-3.6883490761846
200,6378335.87473187,-351.341425013511,-406.39347544519,1.07022087965828,12.8633934896743,-1.95778526359056
201,6378338.28578283,-339.777987295719,-407.272606079002,0.944275941551529,13.3063052714087,-0.435037153415217
202,6378339.96441591,-322.935076982527,-406.838786747849,1.06826563816053,13.664827946658,0.636154118587872
203,6378339.52454458,-310.636166659707,-405.751071655713,0.853938492701052,13.982942648694,1.52475216413535
204,6378340.46075923,-295.329591371334,-405.728158644083,0.924570474095458,13.7986807598025,2.05887599642637
205,6378340.85466574,-286.05359108089,-401.825159880024,1.00990195670681,13.3709790202227,2.41372950765058
206,6378340.48006613,-270.95196320073,-400.263988635536,0.946415083130444,13.3317538757764,2.42706932055342
207,6378344.3252283,-254.061620528735,-400.388152908761,1.01091752478031,12.7679027495907,1.93245432289787
208,6378343.18169467,-243.324428176234,-396.992914740649,0.88459392267427,11.9318398153917,1.35452616848366
209,6378342.81526911,-231.876490955119,-396.474885509617,1.01842304229894,10.9181885491614,0.120924594965743
210,6378347.43008916,-220.297693254899,-396.402534052904,1.10667600523446,9.77341809790774,-0.965754406268196
211,6378347.57263511,-215.599429572468,-397.375922858491,0.94185325948433,8.86781934244833,-2.40635415703442
212,6378348.80277667,-207.202080356507,-400.292354246136,1.07292760654335,8.01925460454009,-3.8654148559545
213,6378350.19229813,-197.200203055774,-406.88677341607,1.10482356100554,7.0634060520215,-5.52413041742572
214,6378348.97816989,-187.486684858842,-411.085857436984,1.00156913768027,7.01397824223446,-7.04461395787903
215,6378353.55450158,-181.862345124551,-421.936821760242,0.895329562062599,5.86701785585571,-8.80720584365888
216,6378352.97652551,-178.151117577832,-430.428681697465,0.981290017905774,6.0224026126971,-10.1534694958199
217,6378354.13327738,-170.777000187857,-439.416232477032,0.92023672236567,5.89457085882839,-11.1044655480932
218,6378355.89793276,-166.540761877111,-452.359080157284,0.989109718849178,5.56012188749165,-12.0390674993449
219,6378354.97115821,-161.10268854974,-463.286163514426,1.01250912012139,6.18384907973802,-12.5014736909855
220,6378356.00351207,-152.946005923282,-476.391194347698,0.892827310765274,6.60502909872528,-12.6372847397225
221,6378358.88889047,-148.212850578438,-489.345107085413,0.974782873605422,7.29771032861726,-12.3258341377368
222,6378355.43949717,-141.581707607344,-500.802762265446,0.864131196289582,7.30600421209844,-11.6540234130867
223,6378360.33371222,-130.857890551288,-512.012637760787,0.986520842091711,8.1617165017711,-10.3765231974745
224,6378360.80305033,-122.947240426689,-521.653251341791,0.909958055132904,8.74016096251415,-9.13557931882496
225,6378362.71841068,-112.48158994371,-531.381081126427,0.948564519911874,9.36113117393761,-7.20858886275545
226,6378365.60026852,-106.591476120047,-537.150729687804,1.00681442256272,10.246389830087,-5.41583185596431
227,6378366.02686364,-91.5455783599265,-541.24720244547,0.888532681443441,10.5455160890883,-3.40784702929036
228,6378364.4027947,-82.3459251663982,-543.616723875737,0.913747725649662,10.9466339524561,-1.21023060100568
229,6378365.1534832,-70.4162721001063,-544.130665166632,0.967665112064853,11.2527145080677,1.08617978341743
230,6378364.44196634,-58.8068503555845,-542.565858656648,0.962835936446939,11.3871206979148,3.09896524449176
231,6378368.78769382,-53.6982420631663,-537.755767431751,1.09222144335928,11.4774084856167,4.93473976995426
232,6378367.07577864,-34.6641952553868,-532.877627050135,1.02126007846974,11.234154392413,6.69057196742565
233,6378373.44403211,-30.1372848597312,-524.643511950639,1.08343540098307,10.9747248624139,8.07310647962816
234,6378371.27313799,-17.1377195516301,-516.792108014885,0.994920054389148,10.5779124563507,9.34528793710348
235,6378372.27166159,-3.8118679986495,-506.138814508745,0.879760495585227,10.5459667133081,9.8071733384011
236,6378372.42325148,3.6939736314667,-496.011500625887,1.06211942993575,10.0528685146141,9.94406951552088
237,6378374.3405441,13.3310629249157,-487.689582548825,1.15453704068284,9.64724877762849,10.0362520095004
238,6378375.62481057,21.459156029644,-478.349262140876,0.919451963641448,9.19322537346274,9.48354751678706
239,6378379.1033214,32.6669421404129,-467.210766711181,1.01071235592445,8.89968301544386,8.38671191111541
240,6378377.28574864,43.6569068163012,-460.457739284258,0.954988394599783,8.76253216346967,7.18385506238181
241,6378377.95631975,49.0388041146044,-452.161310906563,0.920593636570529,8.85927224278192,5.57683454238595
242,6378381.08030987,56.7390921044563,-448.945318742254,1.06174061681418,8.45606647614807,4.02225271931734
243,6378381.0614015,67.1214862490845,-446.643788332555,0.89327092968343,9.10340170931243,2.13072704244748
244,6378382.22771652,75.0896919867935,-444.436608567081,1.15720722207527,9.25010524250557,0.655576715423565
245,6378379.61954167,82.8730304233605,-444.568990525801,0.864559599642112,9.65554712435885,-1.31066693278635
246,6378382.44564349,94.2465360883234,-445.740761137823,1.02653051249494,9.94056937387411,-2.7699487976511
247,6378384.28537215,104.249886377756,-450.887617510177,0.977246540322381,10.2465014797447,-4.24087839081443
248,6378383.54276949,114.891570147986,-454.70588184613,1.12206844824403,10.9804892473307,-5.25911581551223
249,6378385.67181275,125.851554657736,-461.341783233213,0.886896694223427,11.6817007021057,-6.28755560290678
250,6378388.99873323,137.825663853309,-466.824048215361,0.954933668298174,12.2084795698505,-6.41389025408939
251,6378385.46133861,146.772893324208,-472.604736433578,0.814438647409962,12.4421397954304,-6.48040890412926
252,6378389.4464793,166.068923699199,-478.644491982378,1.11324579911111,12.5726950614292,-6.24013560616535
