Time [s],Pos ECEF X [m],Pos ECEF Y [m],Pos ECEF Z [m],Vel ECEF X [m/s],Vel ECEF Y [m/s],Vel ECEF Z [m/s],Roll [deg],Pitch [deg],Yaw [deg]
183,6378320,-395.616674036104,-225.679130799746,0.999999992887956,0.566730140238721,-10.1638114805635,-0.00409813431355988,5.61232903322271,176.808154936867
184,6378321,-395.661586293908,-236.315516421408,0.999999992887957,-0.616346367486747,-11.1042230212894,-0.00414722172372954,5.14040195708378,-176.823332767727
185,6378322,-396.760780289858,-247.86958239898,0.999999992887959,-1.53408516138958,-11.9906558791025,-0.0042103741550642,4.73164316435017,-172.709451924221
186,6378323,-398.627865810949,-260.261951614217,0.999999992887961,-2.14662416094754,-12.7725485556959,-0.00428509809672539,4.41796609711717,-170.459959571144
187,6378324,-400.943541265728,-273.363814401453,0.999999992887956,-2.42820262409615,-13.4020183522184,-0.00436843846660637,4.20221231194599,-169.730677158082
188,6378325,-403.370182933095,-287.000854057667,0.999999992887956,-2.36802409625288,-13.8363346340516,-0.00445709651735681,4.07790572945781,-170.288410507822
189,6378326,-405.56695525197,-300.959564545369,0.999999992887957,-1.9704333200494,-14.040209572481,-0.00454756071142443,4.03775121087481,-172.011390910215
190,6378327,-407.204754786463,-314.9957181469,0.999999992887959,-1.25440977991123,-13.9877885443659,-0.00463624702542343,4.07604584962642,-174.875725942485
191,6378328,-407.980318996974,-328.844628830896,0.999999992887956,-0.252411992697238,-13.6642349626344,-0.00471964164376105,4.18798783380765,-178.941990636191
192,6378329,-407.62888002065,-342.232760428866,0.999999992887957,0.991363864895093,-13.0668222743536,-0.00479444077142278,4.36661499084154,175.661054404774
193,6378330,-405.934820664529,-354.890152378074,0.999999992887959,2.42322124188443,-12.205468384929,-0.004857682597232,4.59696794826455,168.770423765012
194,6378331,-402.739890807925,-366.563083818263,0.999999992887956,3.9825850161842,-11.1026738003364,-0.00490686547773418,4.84779849345306,160.266450526555
195,6378332,-397.948662377204,-377.026372145179,0.999999992887957,5.60488025892532,-9.79285309720376,-0.00494004764239315,5.0658425956182,150.215171909436
196,6378333,-391.531034136566,-386.094706339502,0.999999992887957,7.22453042962341,-8.32107858101075,-0.00495592466277324,5.1855156418104,139.034368572254
197,6378334,-383.521737318732,-393.632448735714,0.999999992887958,8.77793408727032,-6.7412837662459,-0.00495388207585567,5.16219923673477,127.523121688912
198,6378335,-374.016932939961,-399.561400189947,0.999999992887958,10.2062824941245,-5.11400120706215,-0.00493401936152989,5.0048117645322,116.613388052729
199,6378336,-363.16812491818,-403.866110299478,0.999999992887959,11.4580902251364,-3.50373289939939,-0.00489714695130685,4.76878506492922,107.002570235948
200,6378337,-351.173733640249,-406.596422610842,0.999999992887958,12.4913265404968,-1.97607078279076,-0.00484475343360368,4.51855737720604,98.9891092964491
201,6378338,-338.268776880927,-407.86706973394,0.999999992887958,13.275056019159,-0.594698810358563,-0.0047789466413748,4.30074136590893,92.5647463121519
202,6378339,-324.71318437258,-407.854269199366,0.999999992887958,13.7905217392375,0.581584104808995,-0.00470236985895142,4.14072223476824,87.5848530082534
203,6378340,-310.779325416298,-406.789411406924,0.999999992887958,14.0316318953849,1.50167966595164,-0.00461809637918871,4.05020147220706,83.8911596405537
204,6378341,-296.7393535653,-404.950069472924,0.999999992887958,14.0048398094114,2.12470908184845,-0.00452950713444551,4.03497227983443,81.3730721624034
205,6378342,-282.852967842036,-402.648690573263,0.999999992887957,13.7284364072379,2.42211195136937,-0.00444015579933065,4.09987041785622,79.9940342677497
206,6378343,-269.356156824124,-400.219443219751,0.999999992887958,13.2313020033309,2.37921972391562,-0.00435362715303977,4.25110813500809,79.8059216407896
207,6378344,-256.451432269587,-398.003789163158,0.999999992887959,12.5511893325096,1.99622143322239,-0.00427339407776703,4.49619365227809,80.962753578139
208,6378345,-244.299976021855,-396.335417571194,0.999999992887958,11.732631019245,1.2884666948543,-0.00420267881232502,4.84013367519057,83.732662564645
209,6378346,-233.016022096824,-395.525219217459,0.999999992887958,10.8245810964351,0.286081175808823,-0.00414432483559928,5.27411715445999,88.4857661694519
210,6378347,-222.663680327471,-395.846987403881,0.999999992887958,9.87791104028084,-0.967098513346352,-0.00410068246742612,5.75173525387338,95.5913533541074
211,6378348,-213.25628454649,-397.524509438366,0.999999992887959,8.94288561763853,-2.41523177164638,-0.00407351565637286,6.16047856708621,105.113043908479
212,6378349,-204.758223156469,-400.720658413182,0.999999992887958,8.06674248248052,-3.99275375216697,-0.0040639311681496,6.33959123518164,116.33333964477
213,6378350,-197.089089213277,-405.529011966057,0.999999992887957,7.29149205214892,-5.62713142279298,-0.00407233401005958,6.19737308669065,127.658349861183
214,6378351,-190.129876685263,-411.968416227492,0.999999992887959,6.65204117444127,-7.24197626454553,-0.00409841160133909,5.80827269949301,137.430914060558
215,6378352,-183.730854629859,-419.980784062484,0.999999992887957,6.17472617027804,-8.76037606802608,-0.00414114535280004,5.33256958303155,144.821683518432
216,6378353,-177.720676105836,-429.432272809836,0.999999992887963,5.87631894148357,-10.1082966539082,-0.00419885184912651,4.89097864341819,149.828727126387
217,6378354,-171.916227132863,-440.117834556297,0.999999992887959,5.76354509499043,-11.2178995298294,-0.00426924908368075,4.53634744468923,152.806503391051
218,6378355,-166.132695144001,-451.768978544124,0.999999992887959,5.83312670860589,-12.030623783164,-0.00434954789367113,4.28040714461396,154.133035410812
219,6378356,-160.193337081348,-464.064437700432,0.999999992887956,6.07233577102644,-12.4998898421395,-0.00443656277028553,4.11900518393488,154.089703969094
220,6378357,-153.938454161549,-476.643296376865,0.999999992887954,6.46001879471218,-12.5932987346364,-0.00452683919052223,4.04464386386136,152.843187500623
221,6378358,-147.233131690074,-489.120020536916,0.999999992887957,6.96802988436714,-12.2942224329679,-0.0046167910783725,4.05090050715809,150.456382693394
222,6378359,-139.973375232005,-501.100740319902,0.999999992887961,7.56298978210064,-11.6027078147404,-0.00470284394295238,4.13283196678762,146.902241413869
223,6378360,-132.090365004139,-512.200072533905,0.999999992887956,8.20827305716593,-10.535647470732,-0.00478157750542378,4.28491108162574,142.077729221047
224,6378361,-123.552653744769,-522.057740256411,0.999999992887959,8.86611539272124,-9.12620365045385,-0.00484986215713546,4.49640846156472,135.827861216872
225,6378362,-114.366244150022,-530.354249955523,0.99999999288796,9.49972831050614,-7.42250553257153,-0.00490498391645184,4.74390054869838,128.001522838421
226,6378363,-104.572594518219,-536.824923442168,0.999999992887959,10.0753098520844,-5.48567317636078,-0.00494475270595983,4.98334932993234,118.566420368538
227,6378364,-94.244709756899,-541.271651021523,0.999999992887959,10.5638465946735,-3.38725241190502,-0.00496758986728858,5.15151932666969,107.777783367662
228,6378365,-83.4815738706322,-543.571830432335,0.999999992887958,10.9426145316546,-1.20617212233903,-0.0049725910828647,5.19005020934735,96.2897004119343
229,6378366,-72.4012644756605,-543.68407918677,0.999999992887959,11.1963031378444,0.974642411877821,-0.00495956280857011,5.08363899706923,85.0244914035906
230,6378367,-61.1331555649975,-541.650450228738,0.999999992887958,11.3177074860817,3.07185024296578,-0.00492902958602455,4.87212138411132,74.8142384693293
231,6378368,-49.8096584397191,-537.595035983132,0.999999992887958,11.3079565157128,5.00531029470247,-0.00488221380349047,4.62081822431425,66.1237422144395
232,6378369,-38.5579703309074,-531.719006825765,0.99999999288796,11.1762702788542,6.70157028898989,-0.00482098634574701,4.38534348113346,59.0517447984928
233,6378370,-27.4922949025538,-524.292289429663,0.999999992887959,10.9392639368106,8.09707284893666,-0.00474779218313984,4.19928159816125,53.4914623152925
234,6378371,-16.706968966269,-515.64224105501,0.999999992887959,10.6198401735675,9.14093492074428,-0.00466555309489382,4.07895773520124,49.2798175366501
235,6378372,-6.27087702298273,-506.139810754189,0.999999992887959,10.2457333160954,9.7971755989335,-0.0045775507788118,4.03184967025288,46.2818276195132
236,6378373,3.77653749195613,-496.183791477241,0.999999992887959,9.84778670422455,10.0462921110947,-0.004487295805392,4.06277174781937,44.4280901787746
237,6378374,13.4274442950599,-486.183853001183,0.999999992887957,9.45805880703364,9.88611299026283,-0.0043983879408969,4.17722719434813,43.7321186232247
238,6378375,22.7058621188017,-476.543100523386,0.999999992887956,9.10786253182188,9.33188999588685,-0.00431437226499195,4.3823782603838,44.3036968205552
239,6378376,31.6659454569917,-467.640925131536,0.999999992887957,8.82584566022201,8.41562464220059,-0.00423859759670594,4.68509577637356,46.3626967649
240,6378377,40.3884166253014,-459.81689920873,0.999999992887959,8.63621819860837,7.18465968182569,-0.00417408294204748,5.08440709441235,50.2418805011088
241,6378378,48.9753399687419,-453.356422756319,0.999999992887958,8.55722475434838,5.6995989866232,-0.00412339729805208,5.5532666726161,56.3337690938639
242,6378379,57.5435271573096,-448.478747782058,0.999999992887957,8.59994723530681,4.03164944757347,-0.00408855672566055,6.0089659239621,64.8824385073891
243,6378380,66.2169394978925,-445.327900927161,0.999999992887958,8.76750586771455,2.25950439787146,-0.00407094432041533,6.30226871777581,75.548117736494
244,6378381,75.1185109882245,-443.966894302143,0.999999992887958,9.05470561480219,0.465908462930701,-0.00407125488223722,6.29440354423072,87.0540062237309
245,6378382,84.3618513558261,-444.37546703712,0.999999992887959,9.44815162008535,-1.26594226855178,-0.00408946730541865,5.98989969707412,97.6311071346197
246,6378383,94.0432996038803,-446.451442079086,0.999999992887959,9.92683248859908,-2.85600390924034,-0.00412484556962339,5.53150190751969,106.05046286567
247,6378384,104.23478490574,-450.015621506745,0.99999999288796,10.463145325212,-4.23083182409988,-0.00417596802064153,5.06581267818928,112.015920288742
248,6378385,114.977913605673,-454.819986435737,0.999999992887957,11.0243127456953,-5.32671831808673,-0.00424078437248085,4.67194967483622,115.788600115749
249,6378386,126.279640404529,-460.558821599208,0.999999992887957,11.5741207853738,-6.09238284058674,-0.00431669754039098,4.37496487753339,117.761168884257
250,6378387,138.109801511001,-466.882256517675,0.999999992887958,12.0748888542113,-6.49109744985282,-0.00440066733259604,4.1751239770507,118.260910650413
251,6378388,150.400691620077,-473.41161058258,0.999999992887958,12.4895695590305,-6.50215639475324,-0.00448933197154929,4.06544199193688,117.501571945782
252,6378389,163.048759862812,-479.75585302682,0.999999992887959,12.7838680434041,-6.12162881318152,-0.00457914194737726,4.03882980895073,115.587466738707
253,6378390,175.918387765022,-485.528443980718,0.999999992887959,12.9282679406758,-5.36236631083427,-0.00466650213478776,4.0898488576633,112.527371271218
254,6378391,188.847600482746,-490.363811481774,0.999999992887957,12.8998542694013,-4.25327104969911,-0.00474791485217803,4.21361615357439,108.247874278167
255,6378392,201.655456905773,-493.932741739877,0.999999992887901,12.6838325098059,-2.83786337592632,-0.00482011959382423,4.40231610646826,102.61127136615
256,6378393,214.150770134761,-495.956014917073,0.999999992888114,12.2746572820219,-1.17221941459654,-0.00488022311326035,4.63886402139741,95.4548074876762
257,6378394,226.141732302843,-496.215703430214,0.999999992888113,11.6767028349111,0.677622982808407,-0.00492581462722558,4.88848835673033,86.6783403468253
258,6378395,237.445960899954,-494.563660234775,0.999999992888114,10.9044300416267,2.63866830369766,-0.00495506202278788,5.09452659626474,76.3965445604457
259,6378396,247.900450832985,-490.926855446608,0.999999992888113,9.98202968989137,4.63423832208231,-0.00496678472926336,5.19208159871403,65.0960807486574
260,6378397,257.370909411984,-485.309364842583,0.999999992888112,8.94254831293123,6.5873678260659,-0.00496050078484383,5.14397565623448,53.6230070175537
261,6378398,265.759971005697,-477.790966470251,0.999999992888114,7.82652931875402,8.42416703495645,-0.00493644583628573,4.96873946283844,42.893424274523
262,6378399,273.013833645641,-468.522454711649,0.999999992888114,6.68022741028538,10.0769997457675,-0.00489556369926016,4.72611270891462,33.5407630936648
263,6378400,279.126929455232,-457.717927642106,0.999999992888114,5.55347697170865,11.4873362969401,-0.00483946821396144,4.47871158247922,25.8008204908462
264,6378401,284.144331293365,-445.644436718652,0.99999999288811,4.49731406392884,12.6081568801576,-0.00477037924567503,4.26932536805107,19.6309742039099
265,6378402,288.161705205015,-432.609501714648,0.999999992888116,3.56146593746573,13.405802752811,-0.00469103379768546,4.12041995027237,14.8776232888692
266,6378403,291.322737059211,-418.947083326188,0.999999992888114,2.7918307684862,13.861199430543,-0.00460457644376079,4.04222802153463,11.3875419711416
267,6378404,293.814086385327,-405.00266713005,0.999999992888112,2.2280731516152,13.9704056954261,-0.00451443438167648,4.04011459042645,9.06129081164699
268,6378405,295.858044791321,-391.118143042519,0.999999992888114,1.90145752915216,13.7444738239668,-0.004424180317793,4.11904656478036,7.87627422897343
269,6378406,297.703194299859,-377.617163044286,0.999999992888112,1.83303228975722,13.2086383268141,-0.00433739020041612,4.2855333262382,7.90054183394913
270,6378407,299.613466548273,-364.791627128608,0.99999999288811,2.03226212100263,12.4008812064787,-0.00425750072501039,4.54706979447074,9.30667524699817
271,6378408,301.856091677938,-352.88988509478,0.999999992888114,2.49618602264148,11.3699498506717,-0.00418767226877542,4.90741717212829,12.3821214048918
272,6378409,304.688991302888,-342.107153208269,0.999999992888114,3.2091541075026,10.172927897752,-0.00413066269533,5.3534790686282,17.5080807969863
273,6378410,308.348209646659,-332.578534343919,0.999999992888114,4.14316907087202,8.87247863669136,-0.00408871842720307,5.82941150719211,25.0307121229458
274,6378411,313.035988439864,-324.374903458958,0.999999992888112,5.25882928923246,7.53389388809052,-0.00406348416450067,6.21085497861255,34.9154833251345
275,6378412,318.910073493101,-317.50178326009,0.999999992888111,6.50684130190268,6.22208828505443,-0.00405593813069469,6.33820717609644,46.2810732430336
276,6378413,326.074794421191,-311.901194299948,0.999999992888112,7.83004134946574,4.99867917672751,-0.00406635304793213,6.14503686784968,57.4455133428585
277,6378414,334.574385615888,-307.456326128305,0.999999992888114,9.16584006416867,3.91928607201993,-0.00409428574210527,5.73011896209229,66.8482163816725
278,6378415,344.388919391599,-303.998747979351,0.999999992888114,10.4489825973206,3.03117100209465,-0.0041385949001012,5.2537208493882,73.8226327828611
279,6378416,355.433105595199,-301.317764721931,0.999999992888113,11.6144995229876,2.37132307412559,-0.004197486593969,4.82457933485229,78.4602835531588
280,6378417,367.558081199053,-299.171431557844,0.999999992888114,12.6007126502597,1.96506774341028,-0.00426858673379246,4.4863946327589,81.1359305015786
281,6378418,380.556174550306,-297.298673309576,0.999999992888114,13.3521550119248,1.8252550848686,-0.00434903521358713,4.24682975632961,82.215616988797
282,6378419,394.16848855169,-295.431913956176,0.999999992888114,13.8222660832825,1.95205289489308,-0.00443560044009326,4.10058405396253,81.961324281034
283,6378420,408.095011770489,-293.30961086891,0.999999992888114,13.9757317089586,2.33334118882444,-0.00452480798151694,4.04017675158841,80.5212859879788
284,6378421,422.006842814376,-290.688106074712,0.999999992888113,13.7903529521185,2.94567599256511,-0.00461307964621298,4.05948061620667,77.9423483191782
285,6378422,435.56000729466,-287.3522525441,0.999999992888115,13.2583484936755,3.75576363033579,-0.004696875461137,4.15366157521303,74.1836211301584
286,6378423,448.410263563554,-283.124344347941,0.999999992888112,12.3870203918178,4.72236324718765,-0.00477283538398554,4.31671955048255,69.1311236687329
287,6378424,460.228237375549,-277.870971757676,0.999999992888112,11.1987418162813,5.79851616861953,-0.00483791279386165,4.53638515163018,62.6253271453212
288,6378425,470.714199655562,-271.507531192197,0.999999992888114,9.73025647261272,6.93398676421787,-0.00488949600396287,4.78624037096686,54.5251503010483
289,6378426,479.611807236675,-264.00023981092,0.999999992888114,8.03131137824211,8.07779136075206,-0.00492551206975574,5.01844130636065,44.83426743351
290,6378427,486.720163856463,-255.365629515898,0.999999992888114,6.16267594690702,9.1806897669557,-0.00494450939194188,5.1681813918816,33.8716357196145
291,6378428,491.903626475068,-245.667618981069,0.999999992888114,4.19362949772284,10.1975181499838,-0.00494571545161673,5.18180427674176,22.3539881057906
292,6378429,495.098877259452,-235.01237902752,0.999999992888112,2.19902493872262,11.0892520637588,-0.00492906729654917,5.05372115477293,11.2159534111817
293,6378430,496.318900206966,-223.541310586057,0.999999992888114,0.256057246248969,11.8247038099402,-0.00489521393025947,4.8308762550159,1.2401331368879
294,6378431,495.653638064677,-211.4225407019,0.999999992888112,-1.55911954997831,12.3817781938346,-0.00484549046878036,4.57892960199314,-7.17727395002544
295,6378432,493.267253754843,-198.84140653911,0.99999999288811,-3.1747746151365,12.7482340904247,-0.00478186455147627,4.34999505141111,-13.9845645448822
296,6378433,489.392074151097,-185.990437249211,0.999999992888116,-4.52682796924517,12.9219248656645,-0.00470685813961404,4.17418797108475,-19.3067167472807
297,6378434,484.319445682959,-173.059357242311,0.999999992888117,-5.56177529358286,12.910517313347,-0.00462344664825572,4.06578749688898,-23.3063348245676
298,6378435,478.387873836634,-160.225621521198,0.999999992888114,-6.23917408511067,12.7307150347047,-0.00453494054288197,4.03147433310733,-26.109159247463
299,6378436,471.96894549693,-147.645955312749,0.99999999288811,-6.53357420592819,12.4070368061904,-0.00444485334889174,4.07601278779961,-27.7716174386591
300,6378437,465.451638253293,-135.449308521883,0.999999992888114,-6.43580026437533,11.970222237922,-0.00435676174442152,4.20518122990853,-28.2649635563263
301,6378438,459.225699257131,-123.731553945391,0.99999999288811,-5.95352210002447,11.4553548645993,-0.00427416304093683,4.42633382863341,-27.4618292145536
302,6378439,453.664824162623,-112.552161082017,0.999999992888114,-5.11108161420544,10.8998058744922,-0.00420033605823891,4.74576915265558,-25.1228520044121
303,6378440,449.110381697811,-101.932969863,0.999999992888116,-3.94857782563558,10.3411093603958,-0.00413821021497134,5.15977631777007,-20.8988221305792
304,6378441,445.856410599363,-91.8590762836362,0.999999992888114,-2.52024578714092,9.81488192878544,-0.00409024937219323,5.63416445512405,-14.4015257603915
305,6378442,444.136563667903,-82.2817305157229,0.999999992888114,-0.892197311690419,9.35289568079518,-0.00405835346487865,6.07431724563276,-5.44952164943309
306,6378443,444.113590764328,-73.1230433033541,0.999999992888238,0.860379177744939,8.98140421816128,-0.00404378321910528,6.32421700310572,5.47153985152068
307,6378444,445.871842315891,-64.2822035920746,0.999999992888268,2.65643730997212,8.71980694545511,-0.00404710961747884,6.2611340982588,16.9426064341165
308,6378445,449.413142256601,-55.6428340734772,0.999999992888268,4.41256801547494,8.57971829881,-0.0040681916479756,5.91893584813377,27.2164626242515
309,6378446,454.656230264816,-47.0810554309767,0.999999992888268,6.04661629559097,8.56448660674723,-0.00410618181451517,5.45064800125619,35.2221461956467
310,6378447,461.439814435714,-38.473797275808,0.999999992888268,7.48125833824474,8.66918321348892,-0.00415955970782168,4.99337138165046,40.7929643884713
311,6378448,469.529114357828,-29.7068856021708,0.999999992888268,8.64737904745498,8.88105750902601,-0.00422619326200357,4.6150369217659,44.2359537516872
312,6378449,478.625618304491,-20.6824533395749,0.999999992888268,9.48709859882572,9.18042889104808,-0.00430342317704027,4.33471241486495,45.9409323361096
313,6378450,488.379634047268,-11.3252612384002,0.999999992888268,9.95631210738195,9.54196368956946,-0.00438816889161219,4.15057255650998,46.2171560765056
314,6378451,498.405087254084,-1.58757867206373,0.999999992888268,10.0266281965411,9.93626488528266,-0.00447705167006099,4.05531298232195,45.2591271769926
315,6378452,508.295920306495,8.5476453466938,0.999999992888267,9.68661920019214,10.3316860753092,-0.00456652868662067,4.04209470802547,43.1541164747654
316,6378453,517.643372300457,19.0654958129277,0.99999999288827,8.94232667993313,10.696269415689,-0.00465303449380285,4.10571189781291,39.8961491815043
317,6378454,526.05338129258,29.9197609535091,0.999999992888268,7.81699947624309,10.9997007936607,-0.0047331230485669,4.24110348531908,35.399445783329
318,6378455,533.163344343783,41.0355202738696,0.99999999288827,6.35007609690216,11.2151745833331,-0.00480360452106185,4.43942108138209,29.5184010785407
319,6378456,538.657499847337,52.3135089249711,0.99999999288827,4.59545728699818,11.3210650601874,-0.00486167292557139,4.68120384073009,22.0929107487433
320,6378457,542.280258679191,63.636017584926,0.999999992888268,2.61914656066884,11.3023116552067,-0.00490501750218744,4.92800197830508,13.0467703164948
321,6378458,543.846903024868,74.8740013400203,0.999999992888267,0.496364837551954,11.1514402039752,-0.00493191486481656,5.12011684081561,2.54819148527219
322,6378459,543.251190080916,85.8950024431421,0.999999992888268,-1.69173118067502,10.8691614317667,-0.00494129771894603,5.1944325550557,-8.8472702054115
323,6378460,540.469536771348,96.5714439645193,0.999999992888268,-3.86157971014036,10.4645101407462,-0.00493279758602884,5.12210977705412,-20.2553417718809
324,6378461,535.561614794272,106.788826816466,0.999999992888268,-5.93083566841898,9.95451280086568,-0.00490675896409432,4.93082128432201,-30.7866171319391
325,6378462,528.667345713366,116.453362828037,0.99999999288827,-7.82192196199826,9.36339625400246,-0.00486422637849473,4.6834182019516,-39.874801687732
326,6378463,520.000446109156,125.498601602061,0.999999992888267,-9.46535247921827,8.72137474415937,-0.00480690250625369,4.44004812280612,-47.3428448132527
327,6378464,509.838825706684,133.890657666837,0.999999992888268,-10.8026799453796,8.06307522523333,-0.00473708027303028,4.23970353666203,-53.262768728702
328,6378465,498.512279961441,141.631714577474,0.999999992888269,-11.7889394001104,7.42568069952178,-0.00465755177106571,4.102181289761,-57.7940223145682
329,6378466,486.388036559301,148.761570660024,0.999999992888268,-12.3944814740715,6.84688717227271,-0.00457149716665757,4.03645719453139,-61.0833497047413
330,6378467,473.854807383881,155.357092620315,0.999999992888269,-12.6061177744309,6.36278083619118,-0.0044823578288004,4.04759310304331,-63.2184323903585
331,6378468,461.306059653416,161.529553134346,0.999999992888268,-12.427532220209,6.0057477256168,-0.0043936994423615,4.14074172694954,-64.2075362283287
332,6378469,449.123249452884,167.419941208506,0.999999992888269,-11.8789456336853,5.80252797584948,-0.00430906994084547,4.3226974582327,-63.9660397623965
333,6378470,437.659756624533,173.192443769649,0.999999992888267,-10.9960547391957,5.77252094544559,-0.00423185798672315,4.60081850470392,-62.3024516057067
334,6378471,427.226222333169,179.026397944326,0.999999992888268,-9.82829938692462,5.92643605712381,-0.00416515790070403,4.97726391565781,-58.9104380505698
335,6378472,418.077921529976,185.107100529595,0.99999999288827,-8.43654180345159,6.26536781276976,-0.00411164668187463,5.43390422331052,-53.4010458907272
336,6378473,410.404705378823,191.615929618325,0.999999992888267,-6.89026760762883,6.7803528227583,-0.00407347664647222,5.90458674388691,-45.4610558455046
337,6378474,404.323928135215,198.720279487582,0.999999992888267,-5.26443904533174,7.45244285770738,-0.00405218988508555,6.25386708930327,-35.2379936613715
338,6378475,399.876634685511,206.563831045391,0.999999992888267,-3.63614546855676,8.25330205071399,-0.00404865665640479,6.32735179443874,-23.7772294000289
339,6378476,397.027135448279,215.257674943835,0.999999992888268,-2.0812038796473,9.1463097295671,-0.00406304034094392,6.08634544454985,-12.8195565024471
340,6378477,395.665941569567,224.872772800029,0.999999992888268,-0.670863070223335,10.0881242710565,-0.00409479079851592,5.65043197469269,-3.80494765363764
341,6378478,395.615882414321,235.43418504266,0.999999992888268,0.531241474039964,11.0306391559068,-0.00414266589694811,5.17641233661691,2.75695274710675
342,6378479,396.641086185562,246.91741421937,0.999999992888268,1.47174780604076,11.9232412945975,-0.00420478129496481,4.76087480661028,7.0364513612491
343,6378480,398.458379501087,259.247113823614,0.99999999288827,2.10972791876649,12.7152647804975,-0.00427868481907805,4.43930058256092,9.42049743832938
344,6378481,400.750558529475,272.298299486637,0.99999999288827,2.41825758903339,13.3585213975408,-0.00436145410106907,4.21593947211211,10.2607498077498
345,6378482,403.18090737687,285.900077162095,0.99999999288827,2.3853331181532,13.8097831142578,-0.00444981328704923,4.08463313880724,9.79965338518125
346,6378483,405.408292100805,299.84177765038,0.999999992888267,2.01410319675107,14.0330918042659,-0.00454026269296582,4.03800922535944,8.16738661618429
347,6378484,407.102142874035,313.881264633722,0.999999992888267,1.32241602346295,14.0017776210477,-0.004629219051542,4.07023167189411,5.39512978635544
348,6378485,407.956652809945,327.755070410702,0.99999999288827,0.341713338254195,13.700079590983,-0.0047131576425139,4.17650667871194,1.42853805540587
349,6378486,407.70356867821,341.189915441407,0.999999992888267,-0.884667281911523,13.1242795518066,-0.00478875313748768,4.3502179255048,-3.85659211737239
350,6378487,406.123023643741,353.915089692239,0.999999992888268,-2.30369404695487,12.2832827575403,-0.004853012152725,4.5773268777055,-10.6225962751479
351,6378488,403.0519614156,365.675119737031,0.999999992888268,-3.85523663559169,11.1986042681513,-0.00490339241716519,4.82818826296739,-18.9969399580166
352,6378489,398.389819853616,376.242118636702,0.99999999288827,-5.47492944662881,9.90374842575354,-0.00493790445545935,5.051239450802,-28.9348481667967
353,6378490,392.101274346281,385.427217506982,0.999999992888268,-7.0971654452436,8.44299794758564,-0.00495519096129172,5.18092617573171,-40.0507825739372
354,6378491,384.215980763057,393.09050873463,0.999999992888268,-8.65807971340427,6.86965802851661,-0.00495458117684975,5.16946248901511,-51.5705907798015
355,6378492,374.825397845913,399.148989947442,0.999999992888268,-10.0983845779479,5.24382794088425,-0.00493611757096054,5.02111969250847,-62.5587415919642
356,6378493,364.076902934771,403.582082638216,0.999999992888268,-11.365927428337,3.62979661192062,-0.00490055460307643,4.78887433454077,-72.2890911001055
357,6378494,352.165536676978,406.434406074185,0.999999992888268,-12.4178575369083,2.09317835487796,-0.00484932871664985,4.53776256466718,-80.4323825849142
358,6378495,339.32381626436,407.815610975456,0.999999992888269,-13.2223085641399,0.697919327723717,-0.00478450127629297,4.31619321373729,-86.9788239712806
359,6378496,325.810138100764,407.897212721383,0.999999992888269,-13.7595279407796,-0.496686360625908,-0.00470867629532648,4.15101806623574,-92.0676041429556
360,6378497,311.896346085891,406.906504230494,0.999999992888268,-14.0224117465151,-1.43883015349014,-0.00462489712291599,4.05471187172412,-95.8588166627863
361,6378498,297.855068653483,405.117767527365,0.999999992888269,-14.0164327065437,-2.08673627725608,-0.00453652488467156,4.03331805548576,-98.4681029902161
362,6378499,283.947425453106,402.841133726326,0.999999992888269,-13.7589780913754,-2.41079820663776,-0.00444710458088849,4.09163230233619,-99.9384990174072
363,6378500,270.411673656061,400.409557409526,0.999999992888268,-13.2781422314223,-2.39519731646594,-0.00436022360064101,4.23572550040428,-100.225652907848
364,6378501,257.453306210259,398.164467458711,0.999999992888269,-12.6110437136991,-2.03891940823888,-0.00427936894205168,4.4730762912338,-99.1842045296478
365,6378502,245.237033144931,396.440727516711,0.999999992888269,-11.8017589243403,-1.35611180357137,-0.00420778762227559,4.80917166959155,-96.5552498664938
366,6378503,233.880976512104,395.551581741588,0.999999992888269,-10.898980436963,-0.37575373160259,-0.00414835743866331,5.23698925821118,-91.9748707990756
367,6378504,223.453294907926,395.774273027958,0.999999992888268,-9.95352006582104,0.859355588168211,-0.0041034717873394,5.71426805880923,-85.0658732453664
368,6378505,213.971330525915,397.33700050219,0.999999992888268,-9.01578172200113,2.2942549325914,-0.00407494409140182,6.13424086843898,-75.7233361888141
369,6378506,205.403246474631,400.407831443428,0.999999992888269,-8.13332834302451,3.86405840356657,-0.00406393538322861,6.33689915104178,-64.5885519842577
370,6378507,197.672000797283,405.086101913745,0.999999992888269,-7.34866022944355,5.496677669339,-0.00407090770316878,6.21968466237679,-53.2045477590602
371,6378508,190.661392147824,411.396733765144,0.999999992888267,-6.69730952698697,7.11591110491467,-0.00409560539782994,5.84451224164022,-43.2646046673802
372,6378509,184.223815743813,419.287768036587,0.99999999288827,-6.20633802574071,8.64476349633298,-0.00413706510712171,5.37031924563618,-35.6760476367391
373,6378510,178.189291560384,428.631271796454,0.99999999288827,-5.89330382929086,10.0088478169924,-0.00419365402347884,4.92330908981803,-30.49026537176
374,6378511,172.375273260271,439.227623725476,0.999999992888267,-5.76573789071029,11.1397152133619,-0.00426313504890792,4.5609765824968,-27.3656142012646
375,6378512,166.596718395476,450.813030136984,0.999999992888267,-5.82114516405357,11.9779610559899,-0.00434275571950504,4.2972284362207,-25.9194299494842
